incident_id,timestamp,site_id,reporter_role,narrative_text,category,severity,cyber_nexus,cyber_implication,nist_csf_function,pattern_flag,_outcome,_location,_confidence
INC-000118,2026-02-16T01:18:00,SITE-A,guard,Visitor at the main gate at 01:18 declined to provide identification and had no record of appointment.,VP-01,P4,moderate,Unverified identity / potential pretext,Identify,False,attempt,main_gate,1.0
INC-000395,2026-02-16T04:10:00,SITE-C,supervisor,Access log at it office showed the same credential used at two separate points within minutes around 04:10.,AC-03,P1,high,Credential misuse / cloning / orphaned access,Protect,False,observation,it_office,1.0
INC-000417,2026-02-16T08:33:00,SITE-E,account_manager,"At 08:33, a fire alarm activated in the cafeteria; area checked and cleared.",PR-04,P4,none,No cyber-nexus (safety event),N/A,False,observation,cafeteria,1.0
INC-000423,2026-02-16T08:46:00,SITE-G,guard,Unrecognized device observed plugged into equipment in the classroom building at 08:46.,DV-02,P1,critical,Direct network or endpoint compromise,Detect,False,success,classroom_building,1.0
INC-000276,2026-02-16T09:24:00,SITE-E,guard,"At 09:24, minor vandalism was noted at the cafeteria.",PR-02,P4,none,No cyber-nexus,N/A,False,observation,cafeteria,1.0
INC-000257,2026-02-16T16:28:00,SITE-B,guard,At 16:28 the chapel gate latch appeared forced and the door was standing open.,AC-02,P1,high,Physical access path bypassing controls,Protect,False,success,chapel,1.0
INC-000222,2026-02-16T18:46:00,SITE-G,guard,"At 18:46, minor vandalism was noted at the main gate.",PR-02,P4,none,No cyber-nexus,N/A,False,observation,main_gate,1.0
INC-000236,2026-02-16T21:30:00,SITE-E,guard,Individual at rear entrance at 21:30 claimed to be an IT vendor but could not produce a work order or company ID.,VP-02,P3,high,Pretext for access to systems or restricted spaces,Protect,False,observation,rear_entrance,1.0
INC-000176,2026-02-17T04:42:00,SITE-F,supervisor,A slip-and-fall was reported in the it office at 04:42; first aid rendered.,PR-04,P3,none,No cyber-nexus (safety event),N/A,False,observation,it_office,1.0
INC-000570,2026-02-17T08:23:00,SITE-D,guard,Camera covering the main gate was found repositioned away from the entry at 08:23.,SV-01,P3,high,Defeating detection to enable later intrusion,Detect,False,observation,main_gate,1.0
INC-000063,2026-02-17T10:57:00,SITE-C,guard,Individual at rear entrance at 10:57 claimed to be an IT vendor but could not produce a work order or company ID.,VP-02,P3,high,Pretext for access to systems or restricted spaces,Protect,False,observation,rear_entrance,1.0
INC-000289,2026-02-17T18:54:00,SITE-F,guard,A slip-and-fall was reported in the chapel at 18:54; first aid rendered.,PR-04,P4,none,No cyber-nexus (safety event),N/A,False,observation,chapel,1.0
INC-000004,2026-02-18T03:05:00,SITE-B,guard,"At 03:05, minor vandalism was noted at the parking lot.",PR-02,P3,none,No cyber-nexus,N/A,True,observation,parking_lot,1.0
INC-000477,2026-02-18T03:48:00,SITE-F,account_manager,Graffiti was found on the exterior wall near the parking lot at 03:48.,PR-02,P4,none,No cyber-nexus,N/A,False,observation,parking_lot,1.0
INC-000462,2026-02-18T05:07:00,SITE-C,supervisor,"At 05:07, documents marked sensitive were found exposed in the records room.",IF-01,P2,moderate,Sensitive data / PII exposure,Protect,False,observation,records_room,1.0
INC-000039,2026-02-18T06:43:00,SITE-F,supervisor,"At 06:43, minor vandalism was noted at the administration office.",PR-02,P3,none,No cyber-nexus,N/A,False,observation,administration_office,1.0
INC-000164,2026-02-18T07:21:00,SITE-F,supervisor,An individual was observed climbing the perimeter fence near the parking lot at 07:21.,PR-03,P3,low,Perimeter integrity (low cyber-nexus),N/A,True,observation,parking_lot,1.0
INC-000573,2026-02-18T13:40:00,SITE-G,guard,An unauthorized person was observed viewing a staff workstation screen in the courtyard at 13:40.,IF-03,P4,moderate,Credential or information disclosure (visual),Protect,False,observation,courtyard,1.0
INC-000146,2026-02-18T14:25:00,SITE-D,guard,"At 14:25, minor vandalism was noted at the parking lot.",PR-02,P4,none,No cyber-nexus,N/A,False,observation,parking_lot,1.0
INC-000467,2026-02-18T16:33:00,SITE-G,guard,Individual observed photographing access points near the it office at 16:33.,DV-03,P2,moderate,Reconnaissance / information gathering,Detect,False,observation,it_office,1.0
INC-000194,2026-02-18T20:11:00,SITE-E,supervisor,An individual was observed climbing the perimeter fence near the rear entrance at 20:11.,PR-03,P3,low,Perimeter integrity (low cyber-nexus),N/A,True,observation,rear_entrance,1.0
INC-000067,2026-02-18T21:43:00,SITE-D,guard,"At 21:43, a suspected theft was reported in the network closet.",PR-01,P3,low,Minimal cyber-nexus (asset loss),N/A,False,observation,network_closet,1.0
INC-000340,2026-02-18T21:48:00,SITE-G,guard,"At 21:48, an individual repeatedly tried badging at the main lobby reader; access denied.",AC-04,P4,moderate,Access attempt indicator,Detect,False,attempt,main_lobby,1.0
INC-000495,2026-02-19T07:56:00,SITE-A,guard,"At 07:56, a fire alarm activated in the classroom building; area checked and cleared.",PR-04,P4,none,No cyber-nexus (safety event),N/A,False,observation,classroom_building,1.0
INC-000314,2026-02-19T09:21:00,SITE-B,supervisor,"At 09:21, a subject lingered near the cafeteria, noting access points and staff patterns.",SV-03,P4,moderate,Pre-attack intelligence gathering,Identify,False,observation,cafeteria,1.0
INC-000165,2026-02-19T11:46:00,SITE-G,guard,Found the records room door propped open with a wedge at 11:46; no personnel present.,AC-02,P1,high,Physical access path bypassing controls,Protect,False,success,records_room,1.0
INC-000483,2026-02-19T21:08:00,SITE-F,guard,Access log at it office showed the same credential used at two separate points within minutes around 21:08.,AC-03,P1,high,Credential misuse / cloning / orphaned access,Protect,False,observation,it_office,1.0
INC-000224,2026-02-20T01:03:00,SITE-E,account_manager,"At 01:03, an unlabeled removable drive was discovered on a surface in the dormitory entrance.",DV-01,P3,high,Malware / BadUSB introduction vector,Protect,False,observation,dormitory_entrance,1.0
INC-000383,2026-02-20T06:58:00,SITE-B,guard,"At 06:58, a fire alarm activated in the library; area checked and cleared.",PR-04,P4,none,No cyber-nexus (safety event),N/A,False,observation,library,1.0
INC-000191,2026-02-20T07:36:00,SITE-E,guard,"At 07:36, a suspected theft was reported in the parking lot.",PR-01,P4,low,Minimal cyber-nexus (asset loss),N/A,False,observation,parking_lot,1.0
INC-000286,2026-02-20T08:50:00,SITE-G,guard,Access log at parking lot showed the same credential used at two separate points within minutes around 08:50.,AC-03,P3,high,Credential misuse / cloning / orphaned access,Protect,False,observation,parking_lot,1.0
INC-000465,2026-02-20T19:01:00,SITE-G,guard,"At 19:01, a fire alarm activated in the records room; area checked and cleared.",PR-04,P2,none,No cyber-nexus (safety event),N/A,True,observation,records_room,1.0
INC-000237,2026-02-20T21:49:00,SITE-E,supervisor,An individual was observed climbing the perimeter fence near the courtyard at 21:49.,PR-03,P3,low,Perimeter integrity (low cyber-nexus),N/A,True,observation,courtyard,1.0
INC-000177,2026-02-21T00:23:00,SITE-E,guard,"At 00:23, an individual repeatedly tried badging at the dormitory entrance reader; access denied.",AC-04,P4,moderate,Access attempt indicator,Detect,False,attempt,dormitory_entrance,1.0
INC-000515,2026-02-21T04:43:00,SITE-C,supervisor,"At 04:43, an unscheduled delivery was dropped at the it office with no manifest.",VP-04,P2,moderate,Suspicious parcel / potential delivery-based vector,Detect,False,observation,it_office,1.0
INC-000320,2026-02-21T10:12:00,SITE-B,guard,"At 10:12, a subject lingered near the cafeteria, noting access points and staff patterns.",SV-03,P4,moderate,Pre-attack intelligence gathering,Identify,False,observation,cafeteria,1.0
INC-000006,2026-02-21T18:12:00,SITE-G,guard,Individual seen repeatedly observing the it office entrances and photographing the layout at 18:12.,SV-03,P2,moderate,Pre-attack intelligence gathering,Identify,False,observation,it_office,0.86
INC-000527,2026-02-21T19:45:00,SITE-B,guard,"At 19:45, minor vandalism was noted at the records room.",PR-02,P2,none,No cyber-nexus,N/A,True,observation,records_room,1.0
INC-000180,2026-02-21T21:46:00,SITE-D,account_manager,"At 21:46, a person at the classroom building could not be verified against the visitor log.",VP-01,P4,moderate,Unverified identity / potential pretext,Identify,False,observation,classroom_building,1.0
INC-000426,2026-02-21T22:12:00,SITE-A,supervisor,"At 22:12, a fire alarm activated in the dormitory entrance; area checked and cleared.",PR-04,P4,none,No cyber-nexus (safety event),N/A,False,observation,dormitory_entrance,1.0
INC-000575,2026-02-21T23:37:00,SITE-G,guard,A slip-and-fall was reported in the rear entrance at 23:37; first aid rendered.,PR-04,P3,none,No cyber-nexus (safety event),N/A,True,observation,rear_entrance,1.0
INC-000365,2026-02-22T03:32:00,SITE-E,guard,An item was reported missing from the administration office at 03:32.,PR-01,P3,low,Minimal cyber-nexus (asset loss),N/A,False,observation,administration_office,1.0
INC-000148,2026-02-22T04:35:00,SITE-F,supervisor,"At 04:35, a suspected theft was reported in the main lobby.",PR-01,P4,low,Minimal cyber-nexus (asset loss),N/A,False,observation,main_lobby,1.0
INC-000228,2026-02-22T10:35:00,SITE-D,guard,"At 10:35, a suspected theft was reported in the main gate.",PR-01,P4,low,Minimal cyber-nexus (asset loss),N/A,False,observation,main_gate,1.0
INC-000337,2026-02-22T14:31:00,SITE-F,guard,Badge presented at main gate at 14:31 belonged to a person no longer affiliated with the institution.,AC-03,P3,high,Credential misuse / cloning / orphaned access,Protect,False,observation,main_gate,1.0
INC-000612,2026-02-22T15:47:00,SITE-C,guard,Individual seen repeatedly observing the parking lot entrances and photographing the layout at 15:47.,SV-03,P4,moderate,Pre-attack intelligence gathering,Identify,False,observation,parking_lot,0.86
INC-000220,2026-02-22T16:35:00,SITE-G,guard,"At 16:35, an unlabeled removable drive was discovered on a surface in the chapel.",DV-01,P3,high,Malware / BadUSB introduction vector,Protect,False,observation,chapel,1.0
INC-000179,2026-02-23T04:10:00,SITE-E,account_manager,Individual at library at 04:10 claimed to be an IT vendor but could not produce a work order or company ID.,VP-02,P3,high,Pretext for access to systems or restricted spaces,Protect,False,observation,library,1.0
INC-000264,2026-02-23T07:15:00,SITE-E,guard,"At 07:15, a fire alarm activated in the cafeteria; area checked and cleared.",PR-04,P4,none,No cyber-nexus (safety event),N/A,False,observation,cafeteria,1.0
INC-000070,2026-02-23T08:48:00,SITE-G,guard,"At 08:48, a trespasser was noted crossing into the grounds at the rear entrance.",PR-03,P3,low,Perimeter integrity (low cyber-nexus),N/A,True,observation,rear_entrance,1.0
INC-000524,2026-02-23T20:24:00,SITE-B,supervisor,"At 20:24, motion reported in the main gate during a period with no scheduled activity.",AC-05,P4,moderate,Anomalous presence outside authorized hours,Detect,False,observation,main_gate,1.0
INC-000297,2026-02-24T10:23:00,SITE-F,guard,"At 10:23, a self-described maintenance contractor sought access to the chapel without a verifiable assignment.",VP-02,P3,high,Pretext for access to systems or restricted spaces,Protect,False,observation,chapel,1.0
INC-000066,2026-02-24T13:34:00,SITE-C,guard,"At 13:34, a trespasser was noted crossing into the grounds at the parking lot.",PR-03,P4,low,Perimeter integrity (low cyber-nexus),N/A,False,observation,parking_lot,1.0
INC-000206,2026-02-24T17:07:00,SITE-E,supervisor,"Unexpected parcel left at the dormitory entrance at 17:07, addressed to no known recipient.",VP-04,P4,moderate,Suspicious parcel / potential delivery-based vector,Detect,False,observation,dormitory_entrance,1.0
INC-000050,2026-02-24T18:12:00,SITE-A,guard,"Individual observed in the dormitory entrance at 18:12, well outside authorized hours.",AC-05,P4,moderate,Anomalous presence outside authorized hours,Detect,False,observation,dormitory_entrance,1.0
INC-000321,2026-02-24T19:25:00,SITE-E,guard,Access log at courtyard showed the same credential used at two separate points within minutes around 19:25.,AC-03,P3,high,Credential misuse / cloning / orphaned access,Protect,False,observation,courtyard,1.0
INC-000594,2026-02-24T21:19:00,SITE-D,guard,Found the server room door propped open with a wedge at 21:19; no personnel present.,AC-02,P1,high,Physical access path bypassing controls,Protect,False,success,server_room,1.0
INC-000480,2026-02-24T21:38:00,SITE-A,supervisor,"At 21:38, a self-described maintenance contractor sought access to the courtyard without a verifiable assignment.",VP-02,P3,high,Pretext for access to systems or restricted spaces,Protect,False,observation,courtyard,1.0
INC-000292,2026-02-24T21:57:00,SITE-G,guard,"Individual observed in the rear entrance at 21:57, well outside authorized hours.",AC-05,P4,moderate,Anomalous presence outside authorized hours,Detect,False,observation,rear_entrance,1.0
INC-000351,2026-02-25T09:41:00,SITE-F,supervisor,"At 09:41, minor vandalism was noted at the main lobby.",PR-02,P4,none,No cyber-nexus,N/A,False,observation,main_lobby,1.0
INC-000481,2026-02-25T10:18:00,SITE-C,guard,"At 10:18, minor vandalism was noted at the cafeteria.",PR-02,P4,none,No cyber-nexus,N/A,False,observation,cafeteria,1.0
INC-000205,2026-02-25T10:41:00,SITE-C,guard,"Individual observed in the dormitory entrance at 10:41, well outside authorized hours.",AC-05,P4,moderate,Anomalous presence outside authorized hours,Detect,False,observation,dormitory_entrance,1.0
INC-000306,2026-02-25T11:07:00,SITE-G,supervisor,An individual was observed climbing the perimeter fence near the parking lot at 11:07.,PR-03,P3,low,Perimeter integrity (low cyber-nexus),N/A,True,observation,parking_lot,1.0
INC-000196,2026-02-25T17:30:00,SITE-E,guard,"At 17:30, a trespasser was noted crossing into the grounds at the courtyard.",PR-03,P3,low,Perimeter integrity (low cyber-nexus),N/A,True,observation,courtyard,1.0
INC-000506,2026-02-25T21:01:00,SITE-D,supervisor,A slip-and-fall was reported in the cafeteria at 21:01; first aid rendered.,PR-04,P4,none,No cyber-nexus (safety event),N/A,False,observation,cafeteria,1.0
INC-000029,2026-02-26T01:10:00,SITE-G,guard,"At 01:10, minor vandalism was noted at the parking lot.",PR-02,P4,none,No cyber-nexus,N/A,False,observation,parking_lot,1.0
INC-000058,2026-02-26T07:09:00,SITE-D,guard,"Unexpected parcel left at the administration office at 07:09, addressed to no known recipient.",VP-04,P2,moderate,Suspicious parcel / potential delivery-based vector,Detect,False,observation,administration_office,1.0
INC-000098,2026-02-26T08:32:00,SITE-F,guard,An individual was observed climbing the perimeter fence near the rear entrance at 08:32.,PR-03,P4,low,Perimeter integrity (low cyber-nexus),N/A,False,observation,rear_entrance,1.0
INC-000613,2026-02-26T09:47:00,SITE-C,guard,"At 09:47, an individual repeatedly tried badging at the main lobby reader; access denied.",AC-04,P4,moderate,Access attempt indicator,Detect,False,attempt,main_lobby,1.0
INC-000012,2026-02-26T11:14:00,SITE-E,supervisor,"Unexpected parcel left at the library at 11:14, addressed to no known recipient.",VP-04,P4,moderate,Suspicious parcel / potential delivery-based vector,Detect,False,observation,library,1.0
INC-000549,2026-02-26T11:42:00,SITE-G,account_manager,An individual was observed climbing the perimeter fence near the rear entrance at 11:42.,PR-03,P3,low,Perimeter integrity (low cyber-nexus),N/A,True,observation,rear_entrance,1.0
INC-000525,2026-02-26T11:52:00,SITE-E,supervisor,"At 11:52, minor vandalism was noted at the records room.",PR-02,P3,none,No cyber-nexus,N/A,False,observation,records_room,1.0
INC-000309,2026-02-26T17:32:00,SITE-E,guard,A slip-and-fall was reported in the server room at 17:32; first aid rendered.,PR-04,P3,none,No cyber-nexus (safety event),N/A,False,observation,server_room,1.0
INC-000024,2026-02-27T06:06:00,SITE-G,guard,"At 06:06, a fire alarm activated in the chapel; area checked and cleared.",PR-04,P3,none,No cyber-nexus (safety event),N/A,True,observation,chapel,1.0
INC-000419,2026-02-27T08:24:00,SITE-C,account_manager,"At 08:24, a subject lingered near the administration office, noting access points and staff patterns.",SV-03,P2,moderate,Pre-attack intelligence gathering,Identify,False,observation,administration_office,1.0
INC-000503,2026-02-27T12:28:00,SITE-C,guard,At 12:28 the administration office gate latch appeared forced and the door was standing open.,AC-02,P1,high,Physical access path bypassing controls,Protect,False,success,administration_office,1.0
INC-000401,2026-02-27T15:56:00,SITE-B,supervisor,"At 15:56, a fire alarm activated in the parking lot; area checked and cleared.",PR-04,P4,none,No cyber-nexus (safety event),N/A,False,observation,parking_lot,1.0
INC-000509,2026-02-27T20:54:00,SITE-B,guard,An individual was observed climbing the perimeter fence near the parking lot at 20:54.,PR-03,P4,low,Perimeter integrity (low cyber-nexus),N/A,False,observation,parking_lot,1.0
INC-000045,2026-02-27T21:55:00,SITE-G,guard,An individual was observed climbing the perimeter fence near the parking lot at 21:55.,PR-03,P3,low,Perimeter integrity (low cyber-nexus),N/A,True,observation,parking_lot,1.0
INC-000614,2026-02-28T04:47:00,SITE-C,guard,Observed an individual follow a badged person through the rear entrance access door at 04:47 without presenting credentials.,AC-03,P3,high,Credential misuse / cloning / orphaned access,Protect,False,observation,rear_entrance,1.0
INC-000245,2026-02-28T05:59:00,SITE-B,guard,"At approximately 05:59, a subject entered via the server room behind an authorized employee and did not badge in.",AC-01,P1,high,Unauthorized physical access to endpoints/credentials,Protect,False,success,server_room,0.75
INC-000436,2026-02-28T12:24:00,SITE-C,account_manager,Badge presented at it office at 12:24 belonged to a person no longer affiliated with the institution.,AC-03,P1,high,Credential misuse / cloning / orphaned access,Protect,False,observation,it_office,1.0
INC-000336,2026-02-28T12:28:00,SITE-F,guard,"At 12:28, a trespasser was noted crossing into the grounds at the main gate.",PR-03,P4,low,Perimeter integrity (low cyber-nexus),N/A,False,observation,main_gate,1.0
INC-000065,2026-02-28T12:57:00,SITE-G,guard,"At 12:57, minor vandalism was noted at the network closet.",PR-02,P3,none,No cyber-nexus,N/A,False,observation,network_closet,1.0
INC-000270,2026-02-28T13:09:00,SITE-F,guard,"At 13:09, movement was noted along the dormitory entrance route that avoids camera coverage.",SV-02,P4,moderate,Detection-gap exploitation,Detect,False,observation,dormitory_entrance,0.83
INC-000355,2026-02-28T13:44:00,SITE-G,supervisor,"Individual observed in the parking lot at 13:44, well outside authorized hours.",AC-05,P4,moderate,Anomalous presence outside authorized hours,Detect,False,observation,parking_lot,1.0
INC-000454,2026-02-28T21:06:00,SITE-C,guard,An item was reported missing from the administration office at 21:06.,PR-01,P2,low,Minimal cyber-nexus (asset loss),N/A,True,observation,administration_office,1.0
INC-000053,2026-02-28T21:24:00,SITE-B,guard,"At 21:24, a self-described maintenance contractor sought access to the administration office without a verifiable assignment.",VP-02,P1,high,Pretext for access to systems or restricted spaces,Protect,False,observation,administration_office,1.0
INC-000324,2026-03-01T05:31:00,SITE-D,supervisor,"Individual observed in the administration office at 05:31, well outside authorized hours.",AC-05,P2,moderate,Anomalous presence outside authorized hours,Detect,False,observation,administration_office,1.0
INC-000332,2026-03-01T05:39:00,SITE-F,guard,An unauthorized person was observed viewing a staff workstation screen in the library at 05:39.,IF-03,P4,moderate,Credential or information disclosure (visual),Protect,False,observation,library,1.0
INC-000537,2026-03-01T07:51:00,SITE-E,guard,An unauthorized person was observed viewing a staff workstation screen in the cafeteria at 07:51.,IF-03,P4,moderate,Credential or information disclosure (visual),Protect,False,observation,cafeteria,1.0
INC-000317,2026-03-01T14:14:00,SITE-E,guard,Badge presented at network closet at 14:14 belonged to a person no longer affiliated with the institution.,AC-03,P1,high,Credential misuse / cloning / orphaned access,Protect,False,observation,network_closet,1.0
INC-000540,2026-03-01T20:37:00,SITE-B,supervisor,"At 20:37, a suspected theft was reported in the dormitory entrance.",PR-01,P4,low,Minimal cyber-nexus (asset loss),N/A,False,observation,dormitory_entrance,1.0
INC-000345,2026-03-01T22:08:00,SITE-G,guard,"At 22:08, a person at the cafeteria could not be verified against the visitor log.",VP-01,P4,moderate,Unverified identity / potential pretext,Identify,False,observation,cafeteria,1.0
INC-000030,2026-03-01T22:46:00,SITE-C,guard,"At 22:46, a cooling failure was noted in the network closet.",IN-02,P2,moderate,Availability risk to dependent systems,Protect,False,observation,network_closet,1.0
INC-000163,2026-03-02T03:15:00,SITE-A,guard,Subject observed moving through a known camera gap near the parking lot at 03:15.,SV-02,P4,moderate,Detection-gap exploitation,Detect,False,observation,parking_lot,0.75
INC-000157,2026-03-02T03:18:00,SITE-C,account_manager,"At 03:18, a suspected theft was reported in the administration office.",PR-01,P2,low,Minimal cyber-nexus (asset loss),N/A,True,observation,administration_office,1.0
INC-000117,2026-03-02T03:48:00,SITE-A,supervisor,Individual observed photographing access points near the administration office at 03:48.,DV-03,P2,moderate,Reconnaissance / information gathering,Detect,False,observation,administration_office,1.0
INC-000596,2026-03-02T10:00:00,SITE-F,account_manager,A USB flash drive was found unattended in the library at 10:00.,DV-01,P3,high,Malware / BadUSB introduction vector,Protect,False,observation,library,1.0
INC-000567,2026-03-02T12:12:00,SITE-E,guard,"At 12:12, a self-described maintenance contractor sought access to the library without a verifiable assignment.",VP-02,P3,high,Pretext for access to systems or restricted spaces,Protect,False,observation,library,1.0
INC-000101,2026-03-02T20:52:00,SITE-E,supervisor,"At 20:52, documents marked sensitive were found exposed in the records room.",IF-01,P2,moderate,Sensitive data / PII exposure,Protect,False,observation,records_room,1.0
INC-000466,2026-03-03T01:04:00,SITE-D,guard,Person observed inside the network closet at 01:04 without escort or work authorization.,IN-01,P1,critical,Direct access to infrastructure (compromise risk),Protect,False,observation,network_closet,1.0
INC-000580,2026-03-03T04:44:00,SITE-E,account_manager,"At 04:44, a trespasser was noted crossing into the grounds at the parking lot.",PR-03,P4,low,Perimeter integrity (low cyber-nexus),N/A,False,observation,parking_lot,1.0
INC-000593,2026-03-03T07:47:00,SITE-D,supervisor,Graffiti was found on the exterior wall near the main lobby at 07:47.,PR-02,P3,none,No cyber-nexus,N/A,True,observation,main_lobby,1.0
INC-000092,2026-03-03T09:55:00,SITE-D,guard,"Unexpected parcel left at the courtyard at 09:55, addressed to no known recipient.",VP-04,P4,moderate,Suspicious parcel / potential delivery-based vector,Detect,False,observation,courtyard,1.0
INC-000089,2026-03-03T10:11:00,SITE-D,supervisor,Subject attempted entry at the main lobby at 10:11 without authorization and was turned away.,AC-04,P4,moderate,Access attempt indicator,Detect,False,attempt,main_lobby,1.0
INC-000453,2026-03-03T12:07:00,SITE-D,supervisor,An item was reported missing from the rear entrance at 12:07.,PR-01,P4,low,Minimal cyber-nexus (asset loss),N/A,False,observation,rear_entrance,1.0
INC-000041,2026-03-03T17:45:00,SITE-B,guard,"At 17:45, a caller at the parking lot pressured the officer to grant access 'just this once,' citing urgency from a senior name.",VP-03,P3,high,Front-line pretexting leading to access or info disclosure,Protect,False,observation,parking_lot,1.0
INC-000169,2026-03-04T01:03:00,SITE-D,guard,Badge presented at main gate at 01:03 belonged to a person no longer affiliated with the institution.,AC-03,P3,high,Credential misuse / cloning / orphaned access,Protect,False,observation,main_gate,1.0
INC-000572,2026-03-04T02:24:00,SITE-G,supervisor,"Unexpected parcel left at the courtyard at 02:24, addressed to no known recipient.",VP-04,P4,moderate,Suspicious parcel / potential delivery-based vector,Detect,False,observation,courtyard,1.0
INC-000474,2026-03-04T03:06:00,SITE-F,guard,"At 03:06, a caller at the network closet pressured the officer to grant access 'just this once,' citing urgency from a senior name.",VP-03,P1,high,Front-line pretexting leading to access or info disclosure,Protect,False,observation,network_closet,1.0
INC-000487,2026-03-04T03:39:00,SITE-C,supervisor,An item was reported missing from the records room at 03:39.,PR-01,P2,low,Minimal cyber-nexus (asset loss),N/A,True,observation,records_room,1.0
INC-000080,2026-03-04T07:48:00,SITE-C,guard,Camera covering the cafeteria was found repositioned away from the entry at 07:48.,SV-01,P3,high,Defeating detection to enable later intrusion,Detect,False,observation,cafeteria,1.0
INC-000374,2026-03-04T08:14:00,SITE-C,guard,"At 08:14, a caller at the chapel pressured the officer to grant access 'just this once,' citing urgency from a senior name.",VP-03,P3,high,Front-line pretexting leading to access or info disclosure,Protect,False,observation,chapel,1.0
INC-000588,2026-03-04T08:44:00,SITE-E,guard,"At 08:44, a fire alarm activated in the courtyard; area checked and cleared.",PR-04,P4,none,No cyber-nexus (safety event),N/A,False,observation,courtyard,1.0
INC-000513,2026-03-04T10:39:00,SITE-D,account_manager,Documents containing personal information were found in open trash at the parking lot at 10:39.,IF-02,P4,moderate,Sensitive data / PII disclosure via disposal,Protect,False,observation,parking_lot,1.0
INC-000185,2026-03-04T11:59:00,SITE-G,guard,"At 11:59, the server room was found unlocked and occupied by an unidentified individual.",IN-01,P1,critical,Direct access to infrastructure (compromise risk),Protect,False,success,server_room,1.0
INC-000003,2026-03-04T18:17:00,SITE-B,guard,"At 18:17, an unscheduled delivery was dropped at the network closet with no manifest.",VP-04,P2,moderate,Suspicious parcel / potential delivery-based vector,Detect,False,observation,network_closet,1.0
INC-000341,2026-03-05T00:27:00,SITE-D,guard,"At 00:27, minor vandalism was noted at the classroom building.",PR-02,P3,none,No cyber-nexus,N/A,True,observation,classroom_building,1.0
INC-000195,2026-03-05T01:18:00,SITE-F,guard,Camera covering the classroom building was found repositioned away from the entry at 01:18.,SV-01,P3,high,Defeating detection to enable later intrusion,Detect,False,observation,classroom_building,1.0
INC-000218,2026-03-05T02:44:00,SITE-C,supervisor,"At 02:44, a fire alarm activated in the main lobby; area checked and cleared.",PR-04,P4,none,No cyber-nexus (safety event),N/A,False,observation,main_lobby,1.0
INC-000459,2026-03-05T09:16:00,SITE-B,guard,An unauthorized person was observed viewing a staff workstation screen in the cafeteria at 09:16.,IF-03,P4,moderate,Credential or information disclosure (visual),Protect,False,observation,cafeteria,1.0
INC-000563,2026-03-05T10:44:00,SITE-E,guard,"At 10:44, a subject was recording the main lobby entry layout on a phone.",DV-03,P4,moderate,Reconnaissance / information gathering,Detect,False,observation,main_lobby,1.0
INC-000005,2026-03-05T17:07:00,SITE-F,guard,"At approximately 17:07, a subject entered via the server room behind an authorized employee and did not badge in.",AC-01,P1,high,Unauthorized physical access to endpoints/credentials,Protect,False,success,server_room,0.75
INC-000328,2026-03-05T18:47:00,SITE-B,supervisor,An individual was observed climbing the perimeter fence near the rear entrance at 18:47.,PR-03,P4,low,Perimeter integrity (low cyber-nexus),N/A,False,observation,rear_entrance,1.0
INC-000554,2026-03-05T18:55:00,SITE-F,guard,Unrecognized device observed plugged into equipment in the it office at 18:55.,DV-02,P1,critical,Direct network or endpoint compromise,Detect,False,success,it_office,1.0
INC-000358,2026-03-05T19:38:00,SITE-A,guard,A slip-and-fall was reported in the main lobby at 19:38; first aid rendered.,PR-04,P4,none,No cyber-nexus (safety event),N/A,False,observation,main_lobby,1.0
INC-000248,2026-03-05T20:16:00,SITE-B,guard,"At 20:16, movement was noted along the it office route that avoids camera coverage.",SV-02,P2,moderate,Detection-gap exploitation,Detect,False,observation,it_office,0.83
INC-000078,2026-03-05T22:09:00,SITE-F,supervisor,"At 22:09, a trespasser was noted crossing into the grounds at the rear entrance.",PR-03,P4,low,Perimeter integrity (low cyber-nexus),N/A,False,observation,rear_entrance,1.0
INC-000069,2026-03-06T05:03:00,SITE-G,guard,Found the dormitory entrance door propped open with a wedge at 05:03; no personnel present.,AC-02,P1,high,Physical access path bypassing controls,Protect,False,success,dormitory_entrance,1.0
INC-000121,2026-03-06T09:43:00,SITE-G,guard,"At 09:43, a suspected theft was reported in the rear entrance.",PR-01,P4,low,Minimal cyber-nexus (asset loss),N/A,False,observation,rear_entrance,1.0
INC-000375,2026-03-06T10:26:00,SITE-D,guard,Graffiti was found on the exterior wall near the chapel at 10:26.,PR-02,P3,none,No cyber-nexus,N/A,True,observation,chapel,1.0
INC-000009,2026-03-06T12:17:00,SITE-B,supervisor,Found the server room door propped open with a wedge at 12:17; no personnel present.,AC-02,P1,high,Physical access path bypassing controls,Protect,False,success,server_room,1.0
INC-000170,2026-03-06T18:35:00,SITE-D,supervisor,"Individual observed in the network closet at 18:35, well outside authorized hours.",AC-05,P2,moderate,Anomalous presence outside authorized hours,Detect,False,observation,network_closet,1.0
INC-000307,2026-03-06T22:13:00,SITE-F,guard,"At 22:13, a person at the cafeteria could not be verified against the visitor log.",VP-01,P4,moderate,Unverified identity / potential pretext,Identify,False,observation,cafeteria,1.0
INC-000591,2026-03-06T22:50:00,SITE-C,guard,Subject observed moving through a known camera gap near the main lobby at 22:50.,SV-02,P4,moderate,Detection-gap exploitation,Detect,False,observation,main_lobby,0.75
